payment_id,customer_id,payment_date,amount,payment_method,payment_status,currency,revenue_month
237289,24371,03-12-2024,15,Bank Transfer,Failed,INR,2024-12
237290,27544,08-06-2022,99,PayPal,Pending,INR,2022-06
237291,24729,18-06-2024,199,PayPal,Failed,USD,2024-06
237292,18272,28-03-2022,15,UPI,Pending,EUR,2022-03
237293,10786,20-12-2024,99,Credit Card,Pending,USD,2024-12
237294,11368,28-06-2023,15,Credit Card,Pending,INR,2023-06
237295,20962,12-02-2022,15,PayPal,Failed,USD,2022-02
237296,6154,19-03-2023,199,Credit Card,Completed,INR,2023-03
237297,29550,15-03-2022,99,UPI,Pending,USD,2022-03
237298,43576,15-06-2024,199,UPI,Completed,USD,2024-06
237299,11542,04-02-2022,15,PayPal,Pending,EUR,2022-02
237300,4349,21-07-2022,35,UPI,Pending,USD,2022-07
237301,14021,22-09-2022,199,Bank Transfer,Failed,USD,2022-09
237302,13739,24-10-2023,99,UPI,Pending,INR,2023-10
237303,31170,14-07-2023,199,Bank Transfer,Completed,USD,2023-07
237304,12121,05-09-2024,35,PayPal,Pending,USD,2024-09
237305,15013,08-10-2024,99,PayPal,Completed,INR,2024-10
237306,44811,04-12-2023,99,Credit Card,Completed,EUR,2023-12
237307,4440,16-04-2024,199,Bank Transfer,Pending,INR,2024-04
237308,14904,18-02-2025,99,Bank Transfer,Completed,USD,2025-02
237309,15981,05-03-2025,199,UPI,Failed,EUR,2025-03
237310,37337,12-02-2025,35,Bank Transfer,Pending,INR,2025-02
237311,6539,07-06-2024,99,Credit Card,Completed,INR,2024-06
237312,45175,10-03-2022,15,Credit Card,Pending,INR,2022-03
237313,28869,04-10-2023,99,PayPal,Pending,INR,2023-10
237314,48206,21-02-2023,199,Credit Card,Completed,INR,2023-02
237315,41974,18-02-2022,99,Bank Transfer,Failed,EUR,2022-02
237316,1607,31-03-2022,15,PayPal,Pending,EUR,2022-03
237317,26371,05-07-2022,35,UPI,Completed,USD,2022-07
237318,37484,12-09-2023,35,PayPal,Failed,EUR,2023-09
237319,15222,15-09-2024,99,PayPal,Completed,EUR,2024-09
237320,31091,06-04-2024,199,UPI,Failed,USD,2024-04
237321,6217,19-07-2023,199,Credit Card,Pending,EUR,2023-07
237322,46034,30-09-2023,99,UPI,Pending,USD,2023-09
237323,16805,01-02-2022,199,Credit Card,Failed,EUR,2022-02
237324,38837,09-05-2022,15,Credit Card,Failed,INR,2022-05
237325,18037,08-08-2022,15,PayPal,Completed,USD,2022-08
237326,17292,08-04-2023,99,UPI,Pending,INR,2023-04
237327,4892,13-06-2023,199,Credit Card,Failed,INR,2023-06
237328,7435,13-02-2024,15,Credit Card,Pending,USD,2024-02
237329,14797,11-02-2023,35,Credit Card,Pending,USD,2023-02
237330,10956,13-04-2023,35,PayPal,Failed,USD,2023-04
237331,39540,20-02-2022,35,Credit Card,Failed,INR,2022-02
237332,3251,26-01-2024,199,UPI,Failed,EUR,2024-01
237333,4334,29-07-2023,15,UPI,Failed,INR,2023-07
237334,10731,16-12-2023,15,Credit Card,Completed,INR,2023-12
237335,4732,29-08-2022,35,PayPal,Failed,USD,2022-08
237336,24419,30-08-2024,35,PayPal,Failed,INR,2024-08
237337,48430,09-03-2024,15,Credit Card,Completed,EUR,2024-03
237338,2546,22-08-2023,99,UPI,Completed,EUR,2023-08
237339,49633,20-08-2022,99,Credit Card,Completed,EUR,2022-08
237340,31324,23-07-2023,15,PayPal,Pending,INR,2023-07
237341,21884,05-06-2024,199,Credit Card,Completed,EUR,2024-06
237342,27997,20-03-2023,99,PayPal,Failed,INR,2023-03
237343,4888,14-12-2024,35,Credit Card,Completed,INR,2024-12
237344,13013,22-07-2022,199,Bank Transfer,Completed,INR,2022-07
237345,4336,07-01-2025,199,Credit Card,Completed,EUR,2025-01
237346,48243,19-12-2022,199,Credit Card,Completed,USD,2022-12
237347,967,01-05-2024,99,Bank Transfer,Failed,EUR,2024-05
237348,15552,10-12-2023,199,Bank Transfer,Completed,INR,2023-12
237349,33348,16-04-2023,15,Credit Card,Failed,INR,2023-04
237350,31128,22-02-2023,35,PayPal,Failed,EUR,2023-02
237351,38076,17-08-2022,99,Bank Transfer,Pending,INR,2022-08
237352,11081,05-12-2024,15,Credit Card,Pending,INR,2024-12
237353,41187,03-07-2022,199,Bank Transfer,Pending,INR,2022-07
237354,43764,30-05-2022,35,PayPal,Failed,EUR,2022-05
237355,14272,24-12-2024,99,Bank Transfer,Completed,INR,2024-12
237356,30480,31-03-2022,35,UPI,Completed,USD,2022-03
237357,18635,29-05-2023,35,UPI,Failed,INR,2023-05
237358,6862,03-02-2024,199,UPI,Completed,INR,2024-02
237359,16337,14-02-2022,199,UPI,Failed,EUR,2022-02
237360,49681,22-10-2022,99,PayPal,Pending,INR,2022-10
237361,14007,07-04-2023,199,Bank Transfer,Completed,EUR,2023-04
237362,9479,11-03-2023,199,Credit Card,Pending,USD,2023-03
237363,17748,11-04-2024,35,UPI,Completed,EUR,2024-04
237364,17109,14-01-2022,199,UPI,Pending,USD,2022-01
237365,29660,10-03-2022,15,Bank Transfer,Completed,USD,2022-03
237366,27054,02-01-2025,35,PayPal,Completed,EUR,2025-01
237367,9351,30-10-2024,15,UPI,Failed,INR,2024-10
237368,16465,26-02-2022,99,UPI,Pending,EUR,2022-02
237369,32542,21-01-2022,99,PayPal,Failed,EUR,2022-01
237370,30821,17-01-2023,99,Bank Transfer,Failed,EUR,2023-01
237371,37816,02-05-2022,15,Credit Card,Pending,EUR,2022-05
237372,11693,16-12-2024,199,PayPal,Completed,USD,2024-12
237373,39780,26-08-2022,99,UPI,Failed,USD,2022-08
237374,1873,04-03-2023,199,PayPal,Pending,EUR,2023-03
237375,44333,04-08-2022,199,Bank Transfer,Pending,EUR,2022-08
237376,26152,24-06-2022,99,UPI,Failed,EUR,2022-06
237377,35534,25-05-2022,15,Credit Card,Failed,EUR,2022-05
237378,33594,20-08-2022,35,Bank Transfer,Failed,USD,2022-08
237379,23004,24-12-2023,15,Credit Card,Completed,EUR,2023-12
237380,43020,20-03-2023,35,Credit Card,Completed,USD,2023-03
237381,12556,16-04-2022,99,Credit Card,Pending,INR,2022-04
237382,30628,28-12-2022,35,Credit Card,Completed,USD,2022-12
237383,12313,25-10-2024,199,Bank Transfer,Pending,INR,2024-10
237384,42860,08-04-2025,199,Credit Card,Completed,EUR,2025-04
237385,36192,24-06-2023,99,UPI,Completed,USD,2023-06
237386,47440,07-02-2024,199,Bank Transfer,Completed,EUR,2024-02
237387,15324,11-04-2022,15,PayPal,Completed,USD,2022-04
237388,12718,29-05-2024,99,UPI,Completed,INR,2024-05
237389,38291,13-05-2023,15,UPI,Completed,EUR,2023-05
237390,36353,31-03-2022,199,PayPal,Completed,EUR,2022-03
237391,32710,20-04-2022,99,Bank Transfer,Failed,INR,2022-04
237392,46065,19-04-2022,99,UPI,Completed,EUR,2022-04
237393,19650,04-03-2023,99,Credit Card,Failed,USD,2023-03
237394,23945,28-05-2024,15,UPI,Failed,EUR,2024-05
237395,42702,29-01-2024,35,PayPal,Failed,INR,2024-01
237396,1351,15-09-2022,199,Bank Transfer,Failed,USD,2022-09
237397,28983,22-03-2024,35,Bank Transfer,Failed,EUR,2024-03
237398,3866,24-06-2023,199,Credit Card,Completed,USD,2023-06
237399,5102,01-09-2024,15,UPI,Failed,INR,2024-09
237400,8480,26-11-2024,15,Credit Card,Failed,EUR,2024-11
237401,21876,04-04-2023,199,Bank Transfer,Completed,USD,2023-04
237402,27231,21-03-2023,35,Credit Card,Pending,EUR,2023-03
237403,16350,16-01-2022,15,Bank Transfer,Pending,EUR,2022-01
237404,5898,31-10-2023,35,UPI,Pending,INR,2023-10
237405,43489,07-11-2023,15,Bank Transfer,Completed,USD,2023-11
237406,15223,26-12-2022,35,Credit Card,Completed,INR,2022-12
237407,27642,13-02-2024,15,Bank Transfer,Pending,USD,2024-02
237408,44237,03-02-2024,99,Bank Transfer,Completed,USD,2024-02
237409,32207,19-04-2022,199,UPI,Pending,INR,2022-04
237410,5926,17-03-2024,199,Bank Transfer,Pending,INR,2024-03
237411,1257,11-05-2023,35,Bank Transfer,Pending,USD,2023-05
237412,19322,18-06-2023,199,Credit Card,Failed,INR,2023-06
237413,7802,29-11-2022,15,UPI,Pending,INR,2022-11
237414,20184,12-10-2023,199,Credit Card,Pending,USD,2023-10
237415,49973,06-02-2022,199,UPI,Pending,INR,2022-02
237416,28769,06-08-2024,35,UPI,Pending,INR,2024-08
237417,1612,08-10-2022,15,UPI,Completed,INR,2022-10
237418,17406,24-02-2025,199,PayPal,Completed,INR,2025-02
237419,43441,31-01-2022,199,Credit Card,Failed,INR,2022-01
237420,10592,30-01-2023,199,Bank Transfer,Failed,INR,2023-01
237421,35963,08-10-2022,99,Credit Card,Failed,INR,2022-10
237422,46025,15-02-2024,99,PayPal,Failed,USD,2024-02
237423,26650,09-02-2025,199,Bank Transfer,Failed,USD,2025-02
237424,5129,22-02-2025,99,Credit Card,Pending,EUR,2025-02
237425,12708,04-01-2023,35,Bank Transfer,Failed,INR,2023-01
237426,4279,26-08-2022,15,Credit Card,Pending,INR,2022-08
237427,9872,26-11-2022,15,Credit Card,Pending,INR,2022-11
237428,39642,22-02-2022,15,PayPal,Failed,INR,2022-02
237429,45584,06-11-2023,99,UPI,Completed,USD,2023-11
237430,2810,25-08-2024,35,UPI,Completed,USD,2024-08
237431,4172,27-01-2022,199,UPI,Completed,INR,2022-01
237432,29054,26-09-2022,15,Credit Card,Pending,EUR,2022-09
237433,11317,27-10-2023,35,UPI,Pending,USD,2023-10
237434,10196,20-05-2024,15,UPI,Completed,INR,2024-05
237435,3209,28-08-2024,35,PayPal,Pending,INR,2024-08
237436,40649,07-12-2023,15,Credit Card,Pending,USD,2023-12
237437,38818,29-08-2024,199,UPI,Pending,INR,2024-08
237438,37416,12-06-2023,199,Credit Card,Pending,INR,2023-06
237439,49489,15-07-2024,99,Bank Transfer,Completed,USD,2024-07
237440,7286,18-04-2022,35,Bank Transfer,Completed,EUR,2022-04
237441,37752,31-12-2022,35,Bank Transfer,Failed,EUR,2022-12
237442,30047,29-03-2024,35,Credit Card,Pending,EUR,2024-03
237443,16070,09-05-2022,15,PayPal,Pending,INR,2022-05
237444,43715,01-04-2022,15,UPI,Pending,USD,2022-04
237445,23465,14-02-2024,199,Bank Transfer,Pending,USD,2024-02
237446,40333,09-03-2025,15,UPI,Failed,EUR,2025-03
237447,32439,18-03-2025,199,UPI,Completed,INR,2025-03
237448,28728,02-01-2023,99,UPI,Failed,INR,2023-01
237449,4658,01-01-2023,99,PayPal,Failed,INR,2023-01
237450,22846,31-03-2022,35,UPI,Completed,INR,2022-03
237451,41335,04-01-2023,35,UPI,Pending,EUR,2023-01
237452,26318,05-12-2024,199,Credit Card,Pending,INR,2024-12
237453,1439,09-07-2023,199,UPI,Pending,INR,2023-07
237454,14346,26-09-2022,35,PayPal,Pending,INR,2022-09
237455,28262,13-10-2022,35,Credit Card,Pending,EUR,2022-10
237456,11228,18-02-2025,35,Bank Transfer,Completed,INR,2025-02
237457,31202,28-01-2025,99,Credit Card,Pending,EUR,2025-01
237458,12619,01-08-2023,15,UPI,Completed,INR,2023-08
237459,49737,15-01-2023,35,Bank Transfer,Failed,INR,2023-01
237460,21586,27-01-2022,99,Bank Transfer,Completed,USD,2022-01
237461,47951,23-02-2025,199,PayPal,Failed,USD,2025-02
237462,36360,21-04-2023,199,Credit Card,Completed,EUR,2023-04
237463,5119,26-10-2024,35,PayPal,Pending,EUR,2024-10
237464,24615,23-02-2022,199,Bank Transfer,Completed,EUR,2022-02
237465,32643,11-02-2024,99,UPI,Pending,INR,2024-02
237466,39816,13-10-2024,15,Credit Card,Completed,EUR,2024-10
237467,19757,09-09-2022,99,Bank Transfer,Completed,EUR,2022-09
237468,41599,16-02-2022,35,Bank Transfer,Pending,EUR,2022-02
237469,34749,29-11-2022,15,Bank Transfer,Pending,USD,2022-11
237470,23789,13-09-2022,199,Bank Transfer,Pending,EUR,2022-09
237471,46947,27-06-2024,15,Credit Card,Completed,INR,2024-06
237472,9253,04-03-2022,35,Bank Transfer,Completed,EUR,2022-03
237473,23237,22-03-2022,15,Credit Card,Completed,INR,2022-03
237474,23033,27-02-2025,99,UPI,Failed,INR,2025-02
237475,37467,13-09-2022,199,Bank Transfer,Failed,INR,2022-09
237476,26551,16-11-2023,35,UPI,Pending,USD,2023-11
237477,41765,21-03-2023,99,Credit Card,Failed,INR,2023-03
237478,18604,29-03-2023,15,UPI,Pending,USD,2023-03
237479,11224,15-03-2023,99,Credit Card,Completed,INR,2023-03
237480,37156,12-07-2023,99,UPI,Failed,INR,2023-07
237481,948,25-01-2023,15,Credit Card,Completed,INR,2023-01
237482,14543,25-05-2022,35,Bank Transfer,Failed,INR,2022-05
237483,21759,04-06-2022,15,Credit Card,Completed,EUR,2022-06
237484,11319,04-04-2022,15,PayPal,Completed,INR,2022-04
237485,26389,18-05-2023,15,Bank Transfer,Failed,USD,2023-05
237486,16627,05-02-2024,199,Credit Card,Completed,EUR,2024-02
237487,36356,15-08-2024,199,Credit Card,Failed,INR,2024-08
237488,40561,05-01-2023,199,Credit Card,Completed,INR,2023-01
237489,16192,09-09-2024,35,Credit Card,Pending,USD,2024-09
237490,1536,12-01-2024,199,PayPal,Pending,USD,2024-01
237491,32188,14-08-2024,15,Bank Transfer,Pending,EUR,2024-08
237492,49859,01-03-2024,15,PayPal,Failed,USD,2024-03
237493,36200,11-07-2023,15,Bank Transfer,Pending,EUR,2023-07
237494,16592,27-02-2022,15,Credit Card,Failed,INR,2022-02
237495,38932,29-03-2025,35,Credit Card,Completed,INR,2025-03
237496,27119,30-01-2025,35,Credit Card,Failed,INR,2025-01
237497,20658,08-09-2024,199,Credit Card,Pending,EUR,2024-09
237498,13045,26-10-2024,199,UPI,Failed,USD,2024-10
237499,47512,07-03-2024,99,PayPal,Failed,INR,2024-03
237500,5360,19-06-2022,35,Bank Transfer,Failed,EUR,2022-06
237501,45419,27-03-2022,199,PayPal,Failed,INR,2022-03
237502,31948,12-10-2022,15,PayPal,Completed,INR,2022-10
237503,5066,22-09-2023,35,UPI,Pending,INR,2023-09
237504,20848,09-11-2024,99,Bank Transfer,Failed,USD,2024-11
237505,45998,11-04-2024,35,PayPal,Pending,INR,2024-04
237506,4835,06-11-2022,99,Bank Transfer,Completed,EUR,2022-11
237507,5972,01-01-2025,35,UPI,Pending,INR,2025-01
237508,2035,20-12-2024,199,Credit Card,Failed,USD,2024-12
237509,18108,24-12-2024,35,UPI,Pending,EUR,2024-12
237510,27274,16-02-2023,199,UPI,Failed,USD,2023-02
237511,47365,18-11-2024,99,PayPal,Completed,EUR,2024-11
237512,6725,20-03-2024,35,PayPal,Completed,INR,2024-03
237513,36448,29-08-2022,15,PayPal,Failed,INR,2022-08
237514,36859,17-08-2023,35,Credit Card,Completed,USD,2023-08
237515,43447,24-07-2024,99,Bank Transfer,Failed,USD,2024-07
237516,45299,27-10-2022,15,Credit Card,Completed,USD,2022-10
237517,17965,17-09-2023,99,PayPal,Pending,USD,2023-09
237518,9223,21-11-2022,99,Credit Card,Pending,USD,2022-11
237519,6465,10-12-2024,15,PayPal,Completed,INR,2024-12
237520,14748,14-05-2024,35,Bank Transfer,Failed,USD,2024-05
237521,35729,22-11-2024,99,UPI,Completed,EUR,2024-11
237522,12477,22-11-2022,15,UPI,Completed,EUR,2022-11
237523,1136,07-12-2023,35,UPI,Completed,USD,2023-12
237524,31750,26-04-2023,99,UPI,Completed,INR,2023-04
237525,14036,02-10-2023,35,Bank Transfer,Pending,EUR,2023-10
237526,18116,23-07-2024,199,PayPal,Completed,EUR,2024-07
237527,33406,27-06-2023,199,UPI,Failed,INR,2023-06
237528,12442,22-02-2022,99,Credit Card,Pending,INR,2022-02
237529,8552,18-11-2024,99,Credit Card,Completed,EUR,2024-11
237530,47347,23-07-2024,15,Bank Transfer,Completed,USD,2024-07
237531,1769,01-12-2023,15,Bank Transfer,Failed,INR,2023-12
237532,17254,12-02-2023,199,PayPal,Pending,EUR,2023-02
237533,21143,23-10-2023,99,Bank Transfer,Failed,INR,2023-10
237534,40946,29-05-2024,15,Bank Transfer,Pending,EUR,2024-05
237535,45511,03-05-2024,199,Bank Transfer,Failed,EUR,2024-05
237536,40818,28-04-2023,35,PayPal,Completed,INR,2023-04
237537,2676,13-02-2025,199,Bank Transfer,Pending,INR,2025-02
237538,12449,07-01-2024,15,PayPal,Failed,INR,2024-01
237539,17028,03-08-2023,35,Credit Card,Failed,USD,2023-08
237540,30683,12-01-2022,199,Bank Transfer,Completed,INR,2022-01
237541,1128,16-11-2024,15,UPI,Failed,EUR,2024-11
237542,46777,01-09-2023,199,Credit Card,Failed,EUR,2023-09
237543,11203,24-01-2025,99,Bank Transfer,Pending,EUR,2025-01
237544,29574,14-06-2023,199,Credit Card,Completed,USD,2023-06
237545,13494,07-05-2022,99,PayPal,Completed,USD,2022-05
237546,6461,03-01-2025,99,Credit Card,Failed,EUR,2025-01
237547,1496,15-01-2025,99,UPI,Completed,EUR,2025-01
237548,5002,13-10-2024,35,Bank Transfer,Pending,EUR,2024-10
237549,42101,03-10-2024,99,UPI,Pending,INR,2024-10
237550,13191,04-10-2023,99,UPI,Pending,EUR,2023-10
237551,6472,18-08-2024,199,Bank Transfer,Pending,EUR,2024-08
237552,31303,17-01-2023,199,UPI,Pending,INR,2023-01
237553,38720,22-04-2023,99,UPI,Failed,EUR,2023-04
237554,17504,07-11-2023,35,Bank Transfer,Failed,INR,2023-11
237555,25858,13-02-2024,15,Credit Card,Failed,INR,2024-02
237556,11228,28-09-2023,35,Bank Transfer,Pending,INR,2023-09
237557,5765,11-02-2023,99,UPI,Pending,INR,2023-02
237558,34702,03-03-2025,199,Bank Transfer,Pending,INR,2025-03
237559,18095,10-03-2025,35,UPI,Pending,INR,2025-03
237560,37314,13-04-2025,35,Bank Transfer,Completed,USD,2025-04
237561,9954,05-03-2023,99,Credit Card,Completed,EUR,2023-03
237562,35182,05-12-2022,99,Credit Card,Pending,EUR,2022-12
237563,8103,27-12-2024,15,UPI,Pending,INR,2024-12
237564,47251,03-09-2023,35,PayPal,Pending,INR,2023-09
237565,35500,10-10-2023,199,PayPal,Failed,INR,2023-10
237566,7975,05-07-2024,99,PayPal,Completed,USD,2024-07
237567,31269,07-01-2024,15,Credit Card,Pending,INR,2024-01
237568,7950,25-06-2023,15,Credit Card,Failed,USD,2023-06
237569,11304,30-04-2023,99,Credit Card,Pending,INR,2023-04
237570,14777,18-11-2022,35,Credit Card,Completed,EUR,2022-11
237571,11990,17-08-2024,199,PayPal,Completed,EUR,2024-08
237572,4850,26-04-2022,35,PayPal,Failed,EUR,2022-04
237573,45677,31-03-2023,99,Credit Card,Completed,EUR,2023-03
237574,26388,20-02-2024,15,Credit Card,Completed,USD,2024-02
237575,16149,06-07-2024,35,Bank Transfer,Failed,INR,2024-07
237576,270,30-11-2024,15,Bank Transfer,Completed,INR,2024-11
237577,48680,20-05-2023,99,PayPal,Pending,EUR,2023-05
237578,44231,26-03-2023,15,Bank Transfer,Failed,EUR,2023-03
237579,3394,11-04-2024,99,PayPal,Failed,USD,2024-04
237580,19386,14-11-2023,35,Credit Card,Pending,USD,2023-11
237581,30232,27-05-2024,99,Credit Card,Failed,INR,2024-05
237582,23066,04-07-2023,99,UPI,Pending,EUR,2023-07
237583,22496,27-11-2023,35,UPI,Failed,USD,2023-11
237584,32901,07-04-2024,35,UPI,Completed,INR,2024-04
237585,25291,23-10-2024,199,UPI,Pending,EUR,2024-10
237586,13610,25-06-2023,199,Credit Card,Completed,INR,2023-06
237587,3692,23-04-2023,199,Credit Card,Pending,INR,2023-04
237588,24067,07-03-2024,35,PayPal,Failed,EUR,2024-03
237589,7745,31-10-2022,35,PayPal,Completed,EUR,2022-10
237590,23413,06-02-2025,99,PayPal,Failed,EUR,2025-02
237591,49832,10-01-2024,199,Credit Card,Pending,EUR,2024-01
237592,8628,12-09-2022,199,Bank Transfer,Completed,EUR,2022-09
237593,2175,11-10-2024,35,PayPal,Failed,INR,2024-10
237594,4275,14-06-2024,99,UPI,Completed,USD,2024-06
237595,39301,28-12-2022,15,Credit Card,Failed,EUR,2022-12
237596,31508,28-03-2023,15,UPI,Completed,EUR,2023-03
237597,35247,11-03-2023,15,PayPal,Pending,USD,2023-03
237598,2403,30-07-2022,35,PayPal,Failed,INR,2022-07
237599,43039,17-01-2025,35,PayPal,Completed,EUR,2025-01
237600,35348,16-10-2022,199,Bank Transfer,Failed,USD,2022-10
237601,48240,25-09-2024,99,UPI,Pending,INR,2024-09
237602,48403,25-10-2023,199,Credit Card,Failed,INR,2023-10
237603,39991,25-07-2024,199,Bank Transfer,Pending,USD,2024-07
237604,40797,26-11-2023,199,UPI,Pending,INR,2023-11
237605,46263,29-11-2022,15,PayPal,Completed,USD,2022-11
237606,24873,12-10-2023,99,PayPal,Pending,INR,2023-10
237607,2492,11-12-2022,15,UPI,Completed,INR,2022-12
237608,48403,14-11-2023,99,Credit Card,Completed,INR,2023-11
237609,33689,22-03-2023,15,UPI,Failed,USD,2023-03
237610,24608,09-10-2024,199,UPI,Failed,INR,2024-10
237611,2917,20-08-2023,15,Bank Transfer,Completed,EUR,2023-08
237612,34529,15-11-2022,199,Credit Card,Pending,EUR,2022-11
237613,49628,12-02-2025,15,UPI,Failed,USD,2025-02
237614,9182,25-05-2022,35,PayPal,Failed,INR,2022-05
237615,26984,17-06-2024,99,Bank Transfer,Failed,INR,2024-06
237616,27355,02-11-2022,99,Credit Card,Failed,EUR,2022-11
237617,29283,19-01-2022,199,Bank Transfer,Failed,INR,2022-01
237618,43932,09-12-2022,35,UPI,Pending,INR,2022-12
237619,41462,25-12-2023,99,Bank Transfer,Pending,USD,2023-12
237620,44359,01-03-2023,35,PayPal,Completed,INR,2023-03
237621,2592,10-12-2024,35,PayPal,Pending,INR,2024-12
237622,11035,22-11-2023,15,Credit Card,Completed,EUR,2023-11
237623,31454,04-09-2024,199,PayPal,Failed,EUR,2024-09
237624,48663,30-01-2025,99,PayPal,Failed,USD,2025-01
237625,6926,04-07-2023,35,UPI,Failed,USD,2023-07
237626,29851,06-06-2024,15,Credit Card,Pending,INR,2024-06
237627,49132,02-04-2025,35,UPI,Pending,USD,2025-04
237628,4436,16-07-2024,35,UPI,Completed,INR,2024-07
237629,29430,05-10-2022,99,Credit Card,Pending,USD,2022-10
237630,28768,30-03-2025,15,Credit Card,Failed,INR,2025-03
237631,29960,04-08-2023,15,Credit Card,Pending,EUR,2023-08
237632,26343,21-02-2024,35,Credit Card,Completed,EUR,2024-02
237633,29271,29-05-2024,99,Credit Card,Pending,USD,2024-05
237634,33218,07-04-2025,99,PayPal,Pending,USD,2025-04
237635,13228,13-03-2024,15,PayPal,Completed,USD,2024-03
237636,24626,05-09-2023,35,PayPal,Pending,USD,2023-09
237637,8148,11-06-2024,15,PayPal,Failed,EUR,2024-06
237638,28861,02-03-2022,15,PayPal,Failed,INR,2022-03
237639,7162,11-01-2024,99,UPI,Pending,EUR,2024-01
237640,10084,25-01-2025,35,Credit Card,Completed,USD,2025-01
237641,36814,06-04-2025,99,Bank Transfer,Completed,INR,2025-04
237642,11572,20-01-2025,199,PayPal,Completed,INR,2025-01
237643,33123,01-09-2023,99,Bank Transfer,Completed,INR,2023-09
237644,4439,22-04-2024,199,UPI,Pending,USD,2024-04
237645,35918,19-10-2023,99,PayPal,Completed,INR,2023-10
237646,45953,17-12-2022,199,Credit Card,Failed,INR,2022-12
237647,42290,02-12-2023,15,Credit Card,Failed,USD,2023-12
237648,12540,01-01-2023,15,Bank Transfer,Pending,INR,2023-01
237649,20240,16-07-2023,35,PayPal,Failed,USD,2023-07
237650,37320,18-05-2022,35,Bank Transfer,Failed,USD,2022-05
237651,17073,01-02-2024,99,PayPal,Completed,USD,2024-02
237652,30600,21-12-2022,15,Bank Transfer,Completed,USD,2022-12
237653,27496,29-04-2022,199,UPI,Pending,USD,2022-04
237654,31002,14-11-2023,199,UPI,Completed,USD,2023-11
237655,16500,11-05-2022,199,PayPal,Pending,EUR,2022-05
237656,20751,01-08-2023,15,Bank Transfer,Failed,EUR,2023-08
237657,4853,21-04-2024,99,Bank Transfer,Pending,INR,2024-04
237658,6244,11-03-2024,15,UPI,Pending,EUR,2024-03
237659,6079,11-03-2024,199,PayPal,Failed,INR,2024-03
237660,47721,15-04-2023,35,Credit Card,Pending,USD,2023-04
237661,36004,05-10-2023,99,PayPal,Pending,EUR,2023-10
237662,28349,03-11-2022,199,Bank Transfer,Failed,USD,2022-11
237663,19340,03-09-2022,15,PayPal,Pending,EUR,2022-09
237664,28152,19-08-2024,35,Bank Transfer,Pending,EUR,2024-08
237665,3070,06-03-2023,15,PayPal,Completed,EUR,2023-03
237666,25810,17-06-2022,15,PayPal,Failed,INR,2022-06
237667,44061,23-03-2022,15,Credit Card,Failed,EUR,2022-03
237668,20870,09-03-2023,199,PayPal,Failed,EUR,2023-03
237669,4614,25-03-2023,35,UPI,Failed,EUR,2023-03
237670,1681,01-01-2025,99,UPI,Failed,USD,2025-01
237671,10694,18-02-2022,15,PayPal,Pending,INR,2022-02
237672,22773,26-06-2024,99,Bank Transfer,Failed,EUR,2024-06
237673,36768,18-04-2024,15,Bank Transfer,Failed,INR,2024-04
237674,15930,02-03-2025,199,Credit Card,Pending,USD,2025-03
237675,41827,21-11-2023,15,Credit Card,Completed,USD,2023-11
237676,12621,22-02-2024,199,Bank Transfer,Failed,EUR,2024-02
237677,46227,07-12-2023,35,UPI,Completed,INR,2023-12
237678,36504,22-04-2024,99,UPI,Failed,USD,2024-04
237679,30481,24-08-2022,15,Credit Card,Failed,USD,2022-08
237680,34974,28-12-2023,35,Credit Card,Completed,INR,2023-12
237681,40958,18-08-2024,99,PayPal,Pending,INR,2024-08
237682,13217,17-10-2024,35,Bank Transfer,Failed,INR,2024-10
237683,19053,02-12-2023,35,Bank Transfer,Failed,USD,2023-12
237684,14294,14-10-2022,15,Credit Card,Completed,INR,2022-10
237685,28613,07-07-2024,99,Credit Card,Pending,INR,2024-07
237686,44714,26-08-2024,99,PayPal,Failed,EUR,2024-08
237687,19192,07-02-2025,99,UPI,Completed,INR,2025-02
237688,2636,08-04-2025,99,UPI,Completed,EUR,2025-04
237689,29021,19-10-2024,199,UPI,Completed,INR,2024-10
237690,10862,12-06-2022,99,UPI,Failed,EUR,2022-06
237691,17329,13-05-2023,99,Credit Card,Completed,USD,2023-05
237692,15264,15-05-2022,15,UPI,Completed,USD,2022-05
237693,19172,18-03-2022,15,UPI,Completed,USD,2022-03
237694,26042,18-11-2022,35,Bank Transfer,Pending,EUR,2022-11
237695,25138,10-10-2023,99,Credit Card,Failed,INR,2023-10
237696,2405,28-11-2024,199,Bank Transfer,Completed,USD,2024-11
237697,40213,19-06-2022,35,UPI,Completed,INR,2022-06
237698,6734,28-08-2023,35,Credit Card,Failed,INR,2023-08
237699,145,05-01-2023,35,UPI,Failed,INR,2023-01
237700,46112,08-06-2022,99,Bank Transfer,Failed,INR,2022-06
237701,802,24-07-2023,99,Bank Transfer,Pending,USD,2023-07
237702,40011,23-09-2023,35,Credit Card,Pending,USD,2023-09
237703,31616,09-08-2023,199,PayPal,Failed,EUR,2023-08
237704,12882,20-01-2025,15,Bank Transfer,Completed,USD,2025-01
237705,17334,11-11-2022,99,PayPal,Pending,EUR,2022-11
237706,44873,02-06-2023,199,Credit Card,Completed,INR,2023-06
237707,25125,10-09-2023,99,UPI,Failed,USD,2023-09
237708,33998,20-06-2024,15,UPI,Failed,INR,2024-06
237709,23083,11-02-2025,15,UPI,Failed,EUR,2025-02
237710,11955,07-08-2022,99,Bank Transfer,Completed,INR,2022-08
