subscription_id,customer_id,plan_name,billing_cycle,subscription_start,subscription_end,monthly_price,subscription_status,auto_renew
36170,36170,Pro,Yearly,2025-03-12,2027-02-03,35,Cancelled,True
36171,36171,Pro,Yearly,2022-07-04,2023-01-22,35,Paused,False
36172,36172,Starter,Monthly,2024-10-24,2026-08-22,15,Cancelled,True
36173,36173,Pro,Monthly,2024-09-19,2025-11-30,35,Cancelled,False
36174,36174,Free,Yearly,2022-07-02,2022-11-13,0,Active,False
36175,36175,Free,Monthly,2023-04-01,2024-05-11,0,Paused,False
36176,36176,Enterprise,Yearly,2024-09-11,2025-07-01,99,Active,True
36177,36177,Free,Yearly,2022-10-22,2023-10-04,0,Active,True
36178,36178,Starter,Yearly,2022-12-21,2024-11-22,15,Active,True
36179,36179,Pro,Yearly,2024-03-01,2025-04-20,35,Active,False
36180,36180,Free,Yearly,2022-06-23,2022-07-24,0,Active,True
36181,36181,Starter,Yearly,2024-02-07,2025-07-18,15,Cancelled,False
36182,36182,Free,Yearly,2024-05-17,2025-03-31,0,Paused,False
36183,36183,Starter,Yearly,2023-11-20,2025-08-29,15,Cancelled,False
36184,36184,Starter,Yearly,2025-02-14,2025-07-02,15,Paused,False
36185,36185,Pro,Yearly,2024-09-01,2026-05-22,35,Paused,False
36186,36186,Free,Yearly,2025-03-24,2025-07-02,0,Active,False
36187,36187,Enterprise,Yearly,2023-03-21,2023-10-30,99,Paused,False
36188,36188,Free,Monthly,2022-07-23,2023-04-11,0,Active,True
36189,36189,Pro,Monthly,2022-03-01,2023-11-09,35,Cancelled,False
36190,36190,Starter,Monthly,2023-10-25,2023-12-17,15,Paused,False
36191,36191,Pro,Monthly,2022-03-15,2023-09-16,35,Active,False
36192,36192,Starter,Monthly,2024-06-15,2025-01-02,15,Active,False
36193,36193,Starter,Yearly,2022-10-17,2023-09-01,15,Cancelled,True
36194,36194,Free,Monthly,2024-11-11,2025-05-14,0,Cancelled,False
36195,36195,Starter,Yearly,2023-11-15,2025-06-30,15,Paused,False
36196,36196,Starter,Monthly,2022-05-07,2023-06-17,15,Paused,False
36197,36197,Free,Yearly,2024-05-28,2025-09-08,0,Cancelled,False
36198,36198,Starter,Monthly,2022-02-24,2023-08-26,15,Cancelled,False
36199,36199,Pro,Monthly,2025-02-15,2026-04-06,35,Active,False
36200,36200,Starter,Yearly,2023-10-19,2025-02-07,15,Active,False
36201,36201,Starter,Monthly,2025-03-23,2025-06-05,15,Active,True
36202,36202,Free,Monthly,2022-12-25,2024-09-29,0,Paused,False
36203,36203,Pro,Yearly,2022-08-09,2023-08-02,35,Active,False
36204,36204,Pro,Monthly,2024-01-24,2025-08-19,35,Paused,False
36205,36205,Free,Yearly,2023-12-26,2025-09-20,0,Paused,False
36206,36206,Free,Yearly,2022-03-20,2023-01-22,0,Active,False
36207,36207,Free,Yearly,2023-07-02,2024-02-25,0,Active,True
36208,36208,Starter,Yearly,2022-12-23,2024-12-03,15,Cancelled,True
36209,36209,Pro,Yearly,2023-03-28,2023-06-28,35,Active,False
36210,36210,Enterprise,Monthly,2022-01-03,2022-10-01,99,Active,False
36211,36211,Pro,Yearly,2023-02-15,2024-08-21,35,Active,True
36212,36212,Starter,Monthly,2024-09-06,2025-10-27,15,Paused,True
36213,36213,Free,Monthly,2022-12-16,2023-03-29,0,Paused,False
36214,36214,Starter,Monthly,2023-05-10,2023-12-03,15,Paused,True
36215,36215,Pro,Yearly,2023-05-10,2024-06-20,35,Paused,True
36216,36216,Starter,Yearly,2023-12-01,2024-06-02,15,Cancelled,True
36217,36217,Starter,Yearly,2022-12-04,2023-12-02,15,Cancelled,False
36218,36218,Pro,Yearly,2022-08-04,2024-05-13,35,Cancelled,False
36219,36219,Pro,Monthly,2023-09-26,2024-06-20,35,Cancelled,True
36220,36220,Starter,Monthly,2022-07-29,2023-01-02,15,Paused,False
36221,36221,Free,Monthly,2022-02-07,2023-05-22,0,Paused,False
36222,36222,Pro,Monthly,2024-06-17,2026-05-31,35,Cancelled,True
36223,36223,Enterprise,Yearly,2023-12-04,2025-10-04,99,Active,False
36224,36224,Pro,Monthly,2024-11-12,2025-05-07,35,Cancelled,True
36225,36225,Free,Monthly,2022-03-08,2022-08-12,0,Cancelled,True
36226,36226,Pro,Yearly,2024-05-27,2026-03-14,35,Active,True
36227,36227,Free,Yearly,2023-02-24,2023-07-02,0,Cancelled,False
36228,36228,Starter,Yearly,2022-02-01,2023-06-13,15,Cancelled,False
36229,36229,Starter,Monthly,2024-11-06,2025-01-04,15,Active,True
36230,36230,Starter,Monthly,2024-04-14,2024-11-25,15,Cancelled,True
36231,36231,Pro,Monthly,2024-07-20,2024-10-14,35,Cancelled,False
36232,36232,Starter,Yearly,2023-04-22,2024-02-18,15,Cancelled,True
36233,36233,Pro,Yearly,2024-09-29,2026-01-31,35,Paused,True
36234,36234,Starter,Yearly,2024-12-10,2026-10-26,15,Cancelled,False
36235,36235,Enterprise,Monthly,2022-06-07,2022-09-03,99,Paused,True
36236,36236,Starter,Monthly,2023-11-08,2025-06-29,15,Cancelled,True
36237,36237,Pro,Yearly,2024-07-08,2025-05-28,35,Paused,True
36238,36238,Pro,Yearly,2022-01-25,2023-05-05,35,Paused,False
36239,36239,Starter,Monthly,2023-12-08,2025-03-27,15,Paused,True
36240,36240,Pro,Monthly,2023-11-30,2024-08-08,35,Cancelled,True
36241,36241,Pro,Yearly,2024-09-29,2025-02-07,35,Paused,True
36242,36242,Starter,Yearly,2022-03-04,2023-10-03,15,Cancelled,True
36243,36243,Pro,Monthly,2024-07-15,2024-12-04,35,Cancelled,False
36244,36244,Pro,Monthly,2023-01-12,2023-10-20,35,Active,True
36245,36245,Pro,Yearly,2025-03-09,2026-04-01,35,Paused,True
36246,36246,Pro,Yearly,2022-02-07,2022-04-13,35,Active,False
36247,36247,Enterprise,Yearly,2022-02-21,2024-02-21,99,Cancelled,True
36248,36248,Starter,Monthly,2024-11-28,2025-08-06,15,Cancelled,True
36249,36249,Pro,Monthly,2024-01-22,2025-02-12,35,Paused,False
36250,36250,Free,Monthly,2022-08-21,2023-05-26,0,Paused,False
36251,36251,Pro,Yearly,2024-03-17,2024-09-29,35,Paused,False
36252,36252,Pro,Yearly,2024-11-30,2025-11-12,35,Active,True
36253,36253,Starter,Monthly,2024-04-27,2025-07-13,15,Active,False
36254,36254,Pro,Monthly,2024-05-18,2026-02-27,35,Cancelled,True
36255,36255,Enterprise,Monthly,2022-04-06,2022-12-31,99,Paused,False
36256,36256,Pro,Monthly,2024-03-02,2024-05-19,35,Active,True
36257,36257,Pro,Monthly,2022-01-23,2022-09-03,35,Active,True
36258,36258,Starter,Monthly,2022-10-20,2024-07-14,15,Paused,False
36259,36259,Starter,Yearly,2022-03-06,2023-11-20,15,Cancelled,True
36260,36260,Pro,Yearly,2024-11-21,2026-04-24,35,Active,True
36261,36261,Starter,Monthly,2024-09-25,2025-09-02,15,Cancelled,False
36262,36262,Pro,Yearly,2024-10-13,2026-08-17,35,Cancelled,True
36263,36263,Starter,Yearly,2023-05-26,2025-02-04,15,Cancelled,True
36264,36264,Enterprise,Yearly,2022-06-19,2023-01-02,99,Cancelled,False
36265,36265,Pro,Yearly,2024-09-26,2025-05-11,35,Active,True
36266,36266,Pro,Yearly,2022-09-17,2024-02-09,35,Cancelled,False
36267,36267,Free,Monthly,2024-08-08,2026-04-01,0,Paused,True
36268,36268,Enterprise,Monthly,2025-03-07,2026-05-06,99,Paused,False
36269,36269,Free,Monthly,2022-05-31,2023-09-10,0,Cancelled,True
36270,36270,Enterprise,Monthly,2023-08-20,2024-08-19,99,Cancelled,True
36271,36271,Pro,Monthly,2024-07-12,2026-01-12,35,Active,False
36272,36272,Starter,Monthly,2023-03-13,2024-06-12,15,Paused,False
36273,36273,Starter,Yearly,2025-04-02,2026-12-10,15,Cancelled,False
36274,36274,Free,Yearly,2025-02-19,2026-07-01,0,Active,True
36275,36275,Free,Monthly,2022-12-08,2023-01-15,0,Paused,True
36276,36276,Enterprise,Yearly,2023-04-07,2025-03-23,99,Paused,True
36277,36277,Enterprise,Monthly,2024-12-13,2026-04-25,99,Paused,True
36278,36278,Free,Monthly,2024-04-14,2025-07-07,0,Active,False
36279,36279,Pro,Yearly,2022-03-12,2023-06-12,35,Active,False
36280,36280,Starter,Yearly,2022-02-01,2022-04-22,15,Cancelled,True
36281,36281,Enterprise,Yearly,2023-11-02,2025-10-11,99,Cancelled,True
36282,36282,Starter,Monthly,2024-10-28,2026-02-27,15,Paused,True
36283,36283,Starter,Monthly,2024-02-27,2025-07-07,15,Paused,True
36284,36284,Pro,Monthly,2022-02-11,2023-06-23,35,Paused,True
36285,36285,Starter,Yearly,2022-11-20,2023-07-07,15,Paused,True
36286,36286,Starter,Yearly,2024-08-11,2025-12-12,15,Cancelled,False
36287,36287,Pro,Yearly,2024-07-02,2026-05-26,35,Active,False
36288,36288,Free,Monthly,2022-06-17,2024-02-07,0,Cancelled,True
36289,36289,Starter,Yearly,2022-02-19,2023-01-15,15,Paused,True
36290,36290,Starter,Monthly,2024-03-27,2024-06-15,15,Active,True
36291,36291,Free,Yearly,2022-10-08,2024-06-13,0,Cancelled,False
36292,36292,Pro,Monthly,2022-07-05,2023-10-02,35,Active,False
36293,36293,Starter,Monthly,2023-05-24,2023-10-20,15,Cancelled,True
36294,36294,Starter,Yearly,2024-05-01,2026-02-02,15,Cancelled,False
36295,36295,Free,Monthly,2024-08-08,2026-06-15,0,Paused,False
36296,36296,Free,Yearly,2022-10-05,2024-05-12,0,Active,False
36297,36297,Pro,Monthly,2023-05-15,2024-08-11,35,Paused,True
36298,36298,Pro,Monthly,2024-10-30,2026-01-30,35,Paused,False
36299,36299,Enterprise,Yearly,2022-04-01,2022-06-09,99,Cancelled,True
36300,36300,Pro,Monthly,2024-08-05,2026-01-07,35,Cancelled,False
36301,36301,Enterprise,Yearly,2023-12-27,2025-06-03,99,Paused,True
36302,36302,Enterprise,Yearly,2023-07-09,2023-08-31,99,Paused,False
36303,36303,Pro,Monthly,2024-02-20,2024-09-03,35,Cancelled,False
36304,36304,Pro,Yearly,2024-12-28,2026-01-11,35,Active,False
36305,36305,Pro,Monthly,2022-09-26,2023-12-05,35,Cancelled,True
36306,36306,Pro,Monthly,2023-11-11,2024-02-27,35,Active,False
36307,36307,Starter,Yearly,2023-01-05,2023-11-21,15,Cancelled,False
36308,36308,Starter,Monthly,2022-08-11,2023-07-22,15,Paused,True
36309,36309,Starter,Yearly,2022-02-06,2023-05-02,15,Cancelled,False
36310,36310,Pro,Monthly,2023-11-27,2024-10-31,35,Paused,False
36311,36311,Free,Monthly,2023-12-29,2024-09-17,0,Paused,True
36312,36312,Free,Yearly,2025-01-08,2026-05-24,0,Cancelled,True
36313,36313,Pro,Yearly,2023-05-18,2024-10-11,35,Paused,True
36314,36314,Enterprise,Yearly,2025-02-13,2027-01-26,99,Active,False
36315,36315,Free,Yearly,2022-02-19,2022-07-12,0,Cancelled,True
36316,36316,Starter,Yearly,2025-02-12,2026-01-10,15,Active,False
36317,36317,Starter,Yearly,2022-05-01,2024-03-31,15,Active,False
36318,36318,Starter,Yearly,2024-05-15,2026-03-15,15,Active,True
36319,36319,Pro,Monthly,2024-07-07,2025-09-13,35,Paused,True
36320,36320,Pro,Monthly,2024-09-07,2024-11-28,35,Paused,True
36321,36321,Starter,Yearly,2024-03-05,2024-08-06,15,Paused,True
36322,36322,Starter,Monthly,2023-05-02,2024-02-01,15,Cancelled,True
36323,36323,Pro,Monthly,2022-01-28,2023-11-26,35,Paused,False
36324,36324,Starter,Monthly,2024-05-03,2026-04-13,15,Cancelled,False
36325,36325,Pro,Yearly,2024-09-15,2025-10-05,35,Cancelled,True
36326,36326,Starter,Yearly,2024-12-02,2025-08-12,15,Active,False
36327,36327,Enterprise,Yearly,2022-04-20,2022-06-17,99,Paused,False
36328,36328,Pro,Monthly,2022-08-23,2023-11-06,35,Cancelled,True
36329,36329,Free,Monthly,2023-10-17,2025-01-15,0,Paused,False
36330,36330,Free,Yearly,2022-06-30,2024-06-18,0,Paused,False
36331,36331,Pro,Monthly,2024-02-12,2024-04-06,35,Active,False
36332,36332,Pro,Monthly,2022-11-28,2023-08-17,35,Paused,False
36333,36333,Pro,Monthly,2024-03-15,2026-03-01,35,Active,False
36334,36334,Starter,Monthly,2024-12-22,2025-06-18,15,Cancelled,True
36335,36335,Free,Yearly,2022-10-17,2023-02-14,0,Paused,True
36336,36336,Pro,Monthly,2023-04-06,2024-12-20,35,Active,False
36337,36337,Starter,Monthly,2024-12-16,2025-11-20,15,Cancelled,True
36338,36338,Pro,Yearly,2023-01-29,2023-06-02,35,Active,False
36339,36339,Pro,Monthly,2023-05-22,2023-08-01,35,Paused,True
36340,36340,Free,Yearly,2023-05-01,2024-02-12,0,Paused,False
36341,36341,Free,Yearly,2024-11-19,2025-07-31,0,Paused,False
36342,36342,Pro,Yearly,2024-02-07,2025-10-05,35,Paused,False
36343,36343,Free,Yearly,2024-01-23,2025-04-07,0,Active,True
36344,36344,Starter,Monthly,2023-06-28,2024-08-12,15,Cancelled,True
36345,36345,Starter,Yearly,2024-11-09,2025-09-14,15,Cancelled,True
36346,36346,Pro,Yearly,2024-05-30,2026-05-11,35,Paused,False
36347,36347,Pro,Monthly,2024-11-28,2025-01-11,35,Active,True
36348,36348,Pro,Monthly,2025-03-26,2026-10-27,35,Paused,True
36349,36349,Enterprise,Monthly,2024-02-20,2024-12-16,99,Active,True
36350,36350,Pro,Monthly,2024-10-20,2025-11-27,35,Active,False
36351,36351,Pro,Yearly,2022-12-18,2024-01-02,35,Cancelled,False
36352,36352,Enterprise,Monthly,2023-02-02,2024-06-05,99,Paused,False
36353,36353,Free,Monthly,2023-11-29,2024-06-27,0,Active,True
36354,36354,Starter,Yearly,2024-08-18,2026-06-10,15,Paused,True
36355,36355,Enterprise,Yearly,2024-07-31,2025-04-28,99,Active,False
36356,36356,Pro,Monthly,2023-05-01,2024-05-19,35,Cancelled,False
36357,36357,Starter,Monthly,2023-04-04,2024-05-06,15,Paused,False
36358,36358,Starter,Yearly,2024-07-24,2024-12-01,15,Active,False
36359,36359,Enterprise,Yearly,2022-03-29,2022-07-07,99,Cancelled,False
36360,36360,Enterprise,Monthly,2023-07-14,2024-02-24,99,Active,False
36361,36361,Free,Yearly,2022-07-22,2024-06-22,0,Active,True
36362,36362,Free,Monthly,2025-01-20,2026-09-29,0,Active,False
36363,36363,Free,Monthly,2022-05-02,2022-09-24,0,Cancelled,True
36364,36364,Starter,Monthly,2025-03-31,2026-03-29,15,Cancelled,True
36365,36365,Free,Monthly,2023-01-19,2024-01-31,0,Paused,True
36366,36366,Pro,Monthly,2023-07-16,2023-12-19,35,Cancelled,False
36367,36367,Starter,Monthly,2022-07-26,2023-03-15,15,Paused,False
36368,36368,Enterprise,Monthly,2023-12-12,2024-06-20,99,Cancelled,True
36369,36369,Pro,Yearly,2023-01-27,2024-08-19,35,Active,True
36370,36370,Starter,Yearly,2022-11-13,2024-09-18,15,Paused,True
36371,36371,Pro,Yearly,2023-09-24,2024-05-20,35,Active,False
36372,36372,Free,Monthly,2024-10-11,2025-03-23,0,Active,False
36373,36373,Starter,Monthly,2022-11-24,2023-01-06,15,Cancelled,True
36374,36374,Pro,Monthly,2023-04-10,2023-08-20,35,Active,False
36375,36375,Free,Yearly,2023-08-06,2024-04-29,0,Paused,True
36376,36376,Pro,Yearly,2024-08-02,2025-07-25,35,Active,True
36377,36377,Pro,Monthly,2022-09-13,2023-06-24,35,Cancelled,True
36378,36378,Pro,Yearly,2022-10-06,2023-10-24,35,Active,True
36379,36379,Starter,Yearly,2022-10-21,2023-05-19,15,Cancelled,False
36380,36380,Starter,Yearly,2023-04-12,2024-02-03,15,Cancelled,True
36381,36381,Pro,Monthly,2022-11-16,2022-12-22,35,Cancelled,True
36382,36382,Pro,Monthly,2024-04-03,2024-06-15,35,Paused,False
36383,36383,Starter,Monthly,2022-11-16,2024-08-12,15,Cancelled,True
36384,36384,Pro,Yearly,2024-12-24,2026-10-07,35,Paused,False
36385,36385,Starter,Yearly,2024-12-06,2026-05-03,15,Paused,False
36386,36386,Starter,Monthly,2022-04-02,2022-12-20,15,Active,True
36387,36387,Free,Monthly,2022-11-12,2024-05-30,0,Paused,False
36388,36388,Starter,Monthly,2023-10-25,2024-01-28,15,Cancelled,True
36389,36389,Free,Monthly,2023-05-16,2024-09-20,0,Cancelled,True
36390,36390,Starter,Monthly,2023-12-22,2025-04-18,15,Paused,False
36391,36391,Starter,Monthly,2024-03-21,2025-03-07,15,Cancelled,True
36392,36392,Starter,Monthly,2022-04-09,2023-03-31,15,Active,True
36393,36393,Pro,Yearly,2022-04-05,2023-08-03,35,Cancelled,False
36394,36394,Pro,Monthly,2023-09-09,2024-12-13,35,Cancelled,False
36395,36395,Pro,Yearly,2024-05-17,2025-06-05,35,Paused,True
36396,36396,Starter,Monthly,2022-09-30,2022-11-27,15,Paused,False
36397,36397,Pro,Yearly,2023-05-14,2023-12-01,35,Cancelled,True
36398,36398,Pro,Yearly,2025-03-24,2025-07-05,35,Active,True
36399,36399,Starter,Yearly,2023-03-20,2023-07-11,15,Active,True
36400,36400,Pro,Monthly,2024-05-14,2024-09-25,35,Paused,True
36401,36401,Starter,Monthly,2024-08-08,2026-04-18,15,Cancelled,False
36402,36402,Pro,Yearly,2024-04-07,2025-04-15,35,Active,False
36403,36403,Free,Yearly,2022-09-26,2023-04-10,0,Paused,True
36404,36404,Starter,Monthly,2024-05-26,2024-09-15,15,Cancelled,True
36405,36405,Enterprise,Yearly,2022-12-06,2023-03-28,99,Paused,False
36406,36406,Free,Monthly,2024-03-01,2025-11-29,0,Cancelled,True
36407,36407,Starter,Yearly,2022-05-17,2022-09-05,15,Active,True
36408,36408,Enterprise,Monthly,2022-05-12,2024-02-28,99,Paused,True
36409,36409,Starter,Monthly,2024-08-11,2025-01-28,15,Active,False
36410,36410,Enterprise,Monthly,2023-06-03,2023-12-29,99,Cancelled,True
36411,36411,Pro,Yearly,2023-03-07,2024-05-09,35,Active,False
36412,36412,Starter,Yearly,2024-02-04,2026-01-24,15,Cancelled,False
36413,36413,Starter,Monthly,2024-04-28,2025-12-09,15,Active,False
36414,36414,Pro,Monthly,2023-01-28,2024-05-26,35,Cancelled,True
36415,36415,Starter,Monthly,2023-04-10,2023-11-18,15,Active,True
36416,36416,Free,Yearly,2023-04-16,2025-03-10,0,Active,True
36417,36417,Starter,Yearly,2023-09-08,2025-01-02,15,Active,False
36418,36418,Starter,Monthly,2024-07-08,2024-08-15,15,Paused,False
36419,36419,Starter,Yearly,2023-11-23,2025-09-12,15,Paused,False
36420,36420,Enterprise,Monthly,2023-04-22,2024-09-25,99,Active,False
36421,36421,Starter,Yearly,2025-03-11,2025-04-19,15,Paused,False
36422,36422,Free,Monthly,2023-07-28,2025-05-07,0,Paused,False
36423,36423,Pro,Monthly,2024-12-12,2026-08-07,35,Paused,False
36424,36424,Pro,Yearly,2023-03-27,2023-05-15,35,Active,False
36425,36425,Pro,Monthly,2022-08-03,2024-05-21,35,Active,False
36426,36426,Enterprise,Monthly,2022-03-05,2022-08-27,99,Active,False
36427,36427,Free,Yearly,2024-03-06,2024-04-23,0,Active,False
36428,36428,Free,Monthly,2022-12-17,2023-08-17,0,Paused,False
36429,36429,Pro,Monthly,2022-02-22,2023-08-24,35,Paused,True
36430,36430,Free,Yearly,2023-09-24,2025-08-27,0,Cancelled,False
36431,36431,Pro,Monthly,2022-07-22,2023-04-21,35,Paused,True
36432,36432,Pro,Yearly,2024-09-30,2026-06-12,35,Cancelled,False
36433,36433,Starter,Monthly,2023-11-28,2024-03-26,15,Cancelled,True
36434,36434,Pro,Monthly,2024-08-12,2024-10-20,35,Paused,True
36435,36435,Starter,Yearly,2024-02-03,2025-05-17,15,Active,True
36436,36436,Pro,Yearly,2024-06-13,2025-07-11,35,Cancelled,True
36437,36437,Pro,Yearly,2023-01-12,2024-06-09,35,Cancelled,True
36438,36438,Free,Monthly,2022-09-10,2023-09-03,0,Active,False
36439,36439,Pro,Yearly,2025-01-25,2026-01-11,35,Paused,True
36440,36440,Starter,Yearly,2024-12-14,2025-06-29,15,Active,False
36441,36441,Pro,Yearly,2024-10-31,2025-04-27,35,Paused,False
36442,36442,Pro,Monthly,2024-11-26,2025-08-22,35,Paused,False
36443,36443,Pro,Monthly,2023-01-10,2024-10-29,35,Active,False
36444,36444,Pro,Yearly,2022-08-17,2023-09-30,35,Paused,True
36445,36445,Starter,Monthly,2022-11-29,2024-03-24,15,Paused,True
36446,36446,Pro,Monthly,2022-08-06,2023-08-20,35,Paused,False
36447,36447,Pro,Yearly,2023-06-09,2024-01-14,35,Cancelled,False
36448,36448,Free,Yearly,2022-05-23,2023-04-20,0,Active,True
36449,36449,Pro,Monthly,2025-04-12,2025-12-17,35,Paused,False
36450,36450,Starter,Monthly,2025-03-27,2026-11-18,15,Active,False
36451,36451,Starter,Monthly,2024-06-01,2025-07-29,15,Active,False
36452,36452,Enterprise,Monthly,2022-07-10,2023-11-01,99,Paused,True
36453,36453,Enterprise,Monthly,2023-10-08,2025-03-26,99,Paused,True
36454,36454,Starter,Yearly,2022-12-18,2024-08-12,15,Cancelled,True
36455,36455,Free,Monthly,2022-04-27,2023-12-01,0,Cancelled,False
36456,36456,Pro,Yearly,2022-04-21,2024-02-05,35,Active,False
36457,36457,Starter,Monthly,2023-07-23,2024-05-14,15,Active,False
36458,36458,Starter,Monthly,2022-03-31,2023-12-01,15,Cancelled,True
36459,36459,Free,Monthly,2023-09-07,2023-10-19,0,Active,False
36460,36460,Pro,Yearly,2023-02-17,2025-02-09,35,Paused,True
36461,36461,Enterprise,Yearly,2023-11-04,2024-10-06,99,Active,True
36462,36462,Enterprise,Yearly,2022-10-21,2023-10-02,99,Paused,True
36463,36463,Enterprise,Yearly,2022-05-23,2022-09-29,99,Paused,True
36464,36464,Starter,Yearly,2024-03-24,2025-11-14,15,Paused,True
36465,36465,Pro,Yearly,2024-10-20,2025-09-08,35,Cancelled,True
36466,36466,Free,Yearly,2022-12-06,2023-09-19,0,Paused,True
36467,36467,Free,Yearly,2022-09-11,2023-04-30,0,Active,False
36468,36468,Starter,Yearly,2022-04-17,2023-01-01,15,Cancelled,True
36469,36469,Starter,Yearly,2022-04-22,2022-12-01,15,Cancelled,False
36470,36470,Pro,Monthly,2023-02-09,2024-07-17,35,Paused,True
36471,36471,Free,Monthly,2022-05-08,2024-05-06,0,Paused,False
36472,36472,Starter,Yearly,2024-02-06,2024-05-26,15,Active,False
36473,36473,Pro,Monthly,2023-09-19,2023-12-07,35,Cancelled,True
36474,36474,Pro,Monthly,2023-11-08,2024-01-05,35,Active,False
36475,36475,Starter,Yearly,2022-04-24,2023-07-08,15,Paused,True
36476,36476,Pro,Monthly,2022-11-02,2024-05-31,35,Active,False
36477,36477,Pro,Yearly,2022-03-13,2023-06-10,35,Paused,False
36478,36478,Starter,Monthly,2023-06-24,2024-07-14,15,Paused,False
36479,36479,Pro,Yearly,2025-03-04,2026-11-03,35,Paused,False
36480,36480,Free,Yearly,2022-03-29,2023-11-02,0,Paused,False
36481,36481,Pro,Yearly,2024-03-05,2024-11-18,35,Active,False
36482,36482,Pro,Yearly,2022-02-09,2022-08-01,35,Cancelled,True
36483,36483,Starter,Yearly,2022-05-22,2024-01-12,15,Paused,False
36484,36484,Starter,Monthly,2025-03-21,2025-06-10,15,Active,True
36485,36485,Pro,Yearly,2024-05-08,2025-09-05,35,Active,False
36486,36486,Pro,Yearly,2024-08-26,2024-12-18,35,Active,True
36487,36487,Starter,Yearly,2023-02-17,2024-06-05,15,Cancelled,False
36488,36488,Starter,Monthly,2022-04-18,2023-11-17,15,Cancelled,True
36489,36489,Enterprise,Yearly,2024-03-28,2025-05-10,99,Active,False
36490,36490,Free,Monthly,2024-06-06,2025-09-13,0,Active,True
36491,36491,Starter,Yearly,2024-03-14,2025-08-03,15,Cancelled,False
36492,36492,Pro,Yearly,2023-12-03,2024-08-20,35,Cancelled,True
36493,36493,Starter,Yearly,2025-04-05,2026-11-21,15,Active,True
36494,36494,Starter,Monthly,2022-12-21,2024-12-11,15,Paused,True
36495,36495,Starter,Monthly,2023-10-30,2024-02-28,15,Active,False
36496,36496,Pro,Monthly,2022-09-11,2024-04-16,35,Active,True
36497,36497,Starter,Yearly,2024-05-15,2024-12-22,15,Cancelled,True
36498,36498,Free,Monthly,2023-03-24,2023-08-18,0,Paused,False
36499,36499,Starter,Yearly,2024-09-19,2026-07-22,15,Active,False
36500,36500,Starter,Monthly,2024-02-19,2025-07-24,15,Active,True
36501,36501,Free,Monthly,2022-01-04,2023-01-18,0,Cancelled,True
36502,36502,Pro,Monthly,2023-01-07,2023-11-11,35,Active,True
36503,36503,Pro,Monthly,2022-12-13,2024-07-26,35,Paused,True
36504,36504,Pro,Yearly,2024-05-18,2025-03-23,35,Paused,False
36505,36505,Enterprise,Yearly,2023-11-28,2024-09-26,99,Cancelled,False
36506,36506,Pro,Yearly,2024-10-09,2024-12-03,35,Paused,True
36507,36507,Enterprise,Monthly,2023-07-27,2024-01-04,99,Paused,False
36508,36508,Starter,Monthly,2022-03-03,2022-06-07,15,Active,False
36509,36509,Pro,Yearly,2024-12-05,2026-05-06,35,Cancelled,False
36510,36510,Enterprise,Monthly,2025-03-13,2025-12-26,99,Cancelled,False
36511,36511,Enterprise,Yearly,2024-01-30,2024-10-29,99,Active,True
36512,36512,Starter,Monthly,2022-11-03,2024-05-17,15,Active,False
36513,36513,Pro,Monthly,2023-01-01,2024-02-26,35,Paused,False
36514,36514,Pro,Yearly,2024-06-09,2025-02-04,35,Paused,False
36515,36515,Starter,Monthly,2024-02-20,2024-08-26,15,Active,False
36516,36516,Pro,Yearly,2022-10-12,2023-07-15,35,Active,True
36517,36517,Pro,Yearly,2022-08-12,2022-12-26,35,Active,True
36518,36518,Enterprise,Yearly,2023-02-27,2024-07-21,99,Paused,True
36519,36519,Pro,Yearly,2022-06-22,2023-08-15,35,Cancelled,False
36520,36520,Pro,Yearly,2024-06-27,2025-01-01,35,Paused,True
36521,36521,Pro,Monthly,2022-06-12,2023-03-22,35,Active,True
36522,36522,Pro,Monthly,2024-12-30,2025-04-23,35,Paused,True
36523,36523,Pro,Yearly,2024-03-12,2026-01-02,35,Active,True
36524,36524,Pro,Monthly,2024-11-06,2025-03-16,35,Paused,True
36525,36525,Free,Monthly,2024-08-10,2025-10-18,0,Paused,False
36526,36526,Pro,Monthly,2023-05-08,2024-12-06,35,Paused,False
36527,36527,Starter,Yearly,2024-09-17,2026-08-23,15,Cancelled,True
36528,36528,Pro,Monthly,2024-08-19,2025-01-30,35,Cancelled,False
36529,36529,Free,Yearly,2024-04-21,2024-11-02,0,Paused,True
36530,36530,Starter,Monthly,2024-10-30,2025-10-29,15,Active,False
36531,36531,Starter,Yearly,2023-05-20,2024-06-18,15,Active,False
36532,36532,Starter,Yearly,2022-12-08,2023-03-16,15,Cancelled,False
36533,36533,Free,Monthly,2024-12-06,2025-08-09,0,Cancelled,True
36534,36534,Enterprise,Monthly,2023-12-10,2025-06-04,99,Cancelled,False
36535,36535,Starter,Monthly,2023-02-11,2024-10-17,15,Active,False
36536,36536,Free,Monthly,2022-12-09,2023-10-24,0,Paused,True
36537,36537,Pro,Monthly,2024-03-24,2026-03-03,35,Paused,False
36538,36538,Starter,Monthly,2022-05-01,2022-10-13,15,Active,True
36539,36539,Starter,Yearly,2022-11-11,2024-07-18,15,Active,False
36540,36540,Pro,Monthly,2024-09-09,2026-06-10,35,Active,True
36541,36541,Free,Monthly,2023-11-02,2024-05-21,0,Active,True
36542,36542,Starter,Yearly,2025-01-08,2026-08-25,15,Active,False
