ticket_id,customer_id,issue_category,priority,resolution_time_hours,satisfaction_score,created_date
70356,3850,Bug Report,Low,21,1,2023-11-05
70357,26823,Bug Report,Medium,1,1,2024-03-05
70358,29869,Account Access,Critical,67,5,2022-09-09
70359,21744,Account Access,Critical,33,4,2025-03-31
70360,32941,Feature Request,Critical,45,1,2023-10-27
70361,25996,Billing,Critical,46,3,2024-12-07
70362,10122,Account Access,Critical,57,2,2022-03-23
70363,13535,Account Access,Medium,41,4,2023-05-26
70364,27221,Account Access,Critical,61,4,2024-10-24
70365,31349,Feature Request,Low,26,3,2024-10-15
70366,22932,Performance,Low,36,4,2022-12-08
70367,33642,Performance,Medium,57,5,2025-01-10
70368,35586,Feature Request,Critical,64,3,2024-03-17
70369,22838,Billing,Low,6,3,2024-11-17
70370,14975,Billing,Medium,59,2,2024-06-01
70371,6979,Billing,Low,36,3,2023-01-20
70372,40927,Performance,Critical,34,1,2025-02-14
70373,43467,Login Issue,High,34,3,2024-12-30
70374,1323,Performance,Low,52,5,2024-02-26
70375,13425,Bug Report,Medium,49,2,2024-12-12
70376,35180,Bug Report,Low,37,1,2022-03-30
70377,38661,Login Issue,Low,72,4,2024-08-03
70378,4891,Billing,Medium,30,1,2023-07-18
70379,42755,Performance,Low,14,3,2023-05-21
70380,7863,Login Issue,Medium,59,4,2024-06-14
70381,14599,Feature Request,Medium,53,1,2022-11-07
70382,28532,Account Access,Low,34,1,2024-01-06
70383,6008,Bug Report,Critical,24,3,2024-05-20
70384,21245,Billing,Medium,13,5,2022-03-26
70385,27050,Billing,Low,68,2,2024-10-31
70386,26212,Login Issue,Low,72,1,2023-12-04
70387,24651,Billing,Medium,41,4,2023-04-12
70388,1022,Performance,Critical,4,1,2025-02-20
70389,11244,Billing,Critical,8,5,2022-05-13
70390,11300,Billing,Medium,8,1,2024-03-22
70391,29151,Billing,Low,57,3,2022-02-25
70392,9615,Billing,Low,52,1,2024-09-26
70393,15721,Account Access,High,10,4,2024-03-24
70394,18157,Performance,Medium,22,4,2023-09-30
70395,5634,Billing,Medium,31,1,2023-03-31
70396,20469,Performance,Critical,23,5,2023-05-23
70397,46195,Performance,Low,57,4,2023-04-12
70398,972,Bug Report,Critical,10,3,2024-09-28
70399,17041,Billing,Medium,11,1,2023-06-06
70400,12896,Feature Request,Medium,51,3,2023-11-30
70401,47480,Login Issue,Medium,60,5,2023-10-28
70402,28647,Account Access,Low,62,2,2023-07-29
70403,2589,Account Access,Medium,4,1,2025-01-16
70404,21717,Billing,Medium,6,1,2022-06-11
70405,2370,Feature Request,Medium,31,3,2023-01-28
70406,30886,Billing,Medium,60,1,2025-03-14
70407,32379,Feature Request,High,42,3,2024-07-15
70408,8580,Account Access,Low,58,1,2022-02-25
70409,21072,Bug Report,Medium,70,1,2023-08-27
70410,19618,Feature Request,High,33,5,2023-05-09
70411,5348,Performance,Medium,65,2,2024-03-23
70412,10320,Performance,Medium,7,3,2022-10-10
70413,13497,Account Access,Low,5,1,2022-12-08
70414,20113,Performance,Low,35,2,2024-02-29
70415,12425,Login Issue,Medium,2,1,2025-04-13
70416,18049,Bug Report,Low,55,1,2023-01-24
70417,38086,Feature Request,Critical,19,1,2022-08-31
70418,5343,Performance,Critical,71,5,2023-06-03
70419,12401,Feature Request,High,51,3,2022-04-28
70420,1869,Billing,High,61,3,2024-10-15
70421,26004,Billing,Critical,42,2,2023-06-14
70422,8264,Performance,Low,21,4,2024-06-13
70423,6286,Billing,Low,41,5,2024-02-25
70424,45288,Performance,High,68,5,2023-11-25
70425,39334,Account Access,Critical,58,5,2023-12-12
70426,13762,Performance,Low,65,3,2022-12-16
70427,1287,Performance,Critical,31,1,2023-05-30
70428,7422,Performance,Critical,58,5,2022-02-07
70429,1702,Account Access,High,50,5,2024-09-23
70430,40253,Performance,Medium,44,1,2024-05-23
70431,33823,Performance,Medium,41,3,2023-11-27
70432,2288,Billing,Medium,40,5,2023-06-14
70433,42787,Performance,High,16,3,2024-07-27
70434,9965,Performance,High,17,2,2023-02-01
70435,14676,Login Issue,Critical,13,3,2023-03-29
70436,96,Billing,Low,59,3,2024-08-12
70437,43018,Feature Request,Medium,1,3,2024-02-16
70438,32691,Account Access,Critical,68,4,2023-06-18
70439,1869,Performance,High,52,3,2024-02-23
70440,30504,Bug Report,Medium,70,3,2025-02-07
70441,104,Login Issue,Low,29,1,2024-08-26
70442,32005,Bug Report,High,57,4,2024-12-26
70443,5246,Account Access,High,22,1,2023-09-18
70444,47627,Account Access,Medium,53,4,2022-07-01
70445,49908,Bug Report,Critical,37,3,2023-08-17
70446,25620,Billing,Low,13,3,2023-02-04
70447,1511,Performance,Medium,39,1,2023-04-09
70448,15386,Bug Report,Critical,32,1,2023-01-30
70449,21650,Account Access,Medium,21,2,2024-04-08
70450,6450,Billing,Critical,59,3,2023-11-20
70451,45776,Billing,Low,55,1,2022-05-18
70452,12774,Billing,Low,12,1,2022-01-07
70453,25969,Login Issue,Medium,72,4,2022-01-24
70454,29177,Performance,Critical,18,2,2024-03-20
70455,37253,Performance,Medium,36,1,2024-07-31
70456,39807,Performance,Medium,67,1,2024-04-26
70457,14278,Account Access,Medium,38,3,2022-06-10
70458,10306,Feature Request,Medium,8,3,2024-11-07
70459,18526,Account Access,High,45,5,2022-06-15
70460,19559,Performance,Critical,55,5,2023-08-17
70461,16529,Billing,Low,46,1,2023-08-14
70462,20467,Performance,Critical,45,5,2024-03-26
70463,25973,Feature Request,Critical,70,4,2024-07-21
70464,23918,Performance,Critical,48,5,2024-03-16
70465,4791,Feature Request,Critical,29,5,2024-11-28
70466,48342,Billing,Low,41,5,2023-01-07
70467,247,Account Access,Low,65,3,2022-07-19
70468,24326,Feature Request,Medium,49,2,2023-10-30
70469,31717,Bug Report,Critical,52,1,2023-06-05
70470,13148,Account Access,Critical,55,5,2022-02-15
70471,21872,Feature Request,Low,14,4,2024-12-05
70472,48742,Feature Request,Medium,38,2,2024-11-13
70473,13618,Performance,High,59,1,2023-02-11
70474,15235,Performance,Medium,46,3,2022-04-20
70475,18546,Performance,Critical,25,2,2023-01-19
70476,31120,Account Access,Critical,34,4,2023-02-10
70477,10002,Bug Report,High,20,5,2023-09-25
70478,44575,Account Access,Medium,44,3,2022-12-28
70479,48041,Login Issue,Medium,31,4,2024-11-15
70480,8311,Performance,Medium,27,2,2022-02-20
70481,48257,Login Issue,High,51,5,2024-09-14
70482,38352,Login Issue,Critical,5,3,2024-04-01
70483,26693,Login Issue,Low,67,4,2023-04-16
70484,21556,Billing,Low,45,3,2023-08-05
70485,17093,Billing,Critical,42,5,2025-01-03
70486,47672,Feature Request,Medium,45,3,2023-12-07
70487,28014,Account Access,High,62,3,2025-01-01
70488,33755,Bug Report,Medium,1,1,2023-03-12
70489,21268,Billing,Medium,68,2,2022-10-01
70490,3562,Feature Request,Low,46,1,2022-05-22
70491,21785,Billing,Low,66,4,2024-10-07
70492,4846,Billing,High,9,5,2023-08-10
70493,48872,Performance,Critical,30,5,2022-07-06
70494,16078,Feature Request,Critical,9,5,2023-07-06
70495,32335,Bug Report,Medium,49,5,2025-01-20
70496,17842,Bug Report,Low,53,3,2025-02-08
70497,2910,Bug Report,Medium,26,5,2024-07-29
70498,3930,Bug Report,Medium,33,3,2023-03-07
70499,26725,Feature Request,High,48,1,2022-06-06
70500,30854,Login Issue,Low,43,3,2023-10-05
70501,12186,Bug Report,Critical,13,3,2023-05-31
70502,4270,Bug Report,Medium,24,5,2023-06-12
70503,4410,Feature Request,High,50,3,2023-11-19
70504,3042,Feature Request,Critical,52,2,2024-05-30
70505,31031,Feature Request,Low,68,5,2022-10-18
70506,9548,Feature Request,Medium,38,2,2023-05-19
70507,11780,Account Access,Medium,35,5,2024-11-05
70508,8301,Billing,High,23,5,2023-02-23
70509,4225,Account Access,Medium,52,2,2022-02-18
70510,30073,Bug Report,Critical,56,2,2025-02-25
70511,35681,Account Access,Low,33,4,2024-02-14
70512,10815,Account Access,High,37,4,2022-01-10
70513,7066,Feature Request,High,13,3,2024-09-23
70514,48631,Login Issue,High,66,1,2022-07-28
70515,7485,Bug Report,Medium,36,3,2023-06-22
70516,22006,Account Access,Low,16,4,2023-07-25
70517,20454,Account Access,Critical,2,1,2022-09-02
70518,1806,Bug Report,Critical,36,3,2024-04-07
70519,32773,Performance,Low,53,2,2022-05-11
70520,43167,Login Issue,Medium,55,5,2023-09-21
70521,26144,Account Access,High,4,2,2024-02-05
70522,20162,Billing,Low,19,2,2024-06-21
70523,20511,Feature Request,High,31,1,2023-07-20
70524,13730,Bug Report,High,70,1,2024-07-26
70525,34813,Account Access,Low,39,5,2022-09-23
70526,40460,Account Access,Medium,15,5,2023-12-09
70527,30299,Performance,Low,53,3,2022-09-22
70528,16976,Bug Report,Low,15,5,2023-11-19
70529,34424,Performance,Low,66,2,2023-08-22
70530,6560,Bug Report,Medium,45,4,2022-08-10
70531,23851,Feature Request,Critical,34,2,2023-07-27
70532,10404,Performance,Medium,29,3,2023-10-27
70533,16390,Account Access,High,7,3,2024-02-26
70534,33431,Account Access,Critical,50,3,2025-02-21
70535,44138,Bug Report,Low,50,3,2022-06-08
70536,49262,Billing,Low,21,3,2023-06-15
70537,44536,Login Issue,Critical,13,5,2024-08-03
70538,17924,Feature Request,Medium,71,4,2022-07-30
70539,1495,Bug Report,Low,59,3,2022-04-12
70540,23385,Billing,Low,6,2,2023-07-05
70541,20483,Billing,Low,35,1,2023-08-13
70542,36792,Bug Report,High,29,5,2024-12-04
70543,7653,Performance,Low,32,3,2022-06-29
70544,29269,Performance,High,66,4,2025-03-30
70545,16748,Billing,High,54,5,2024-06-03
70546,29490,Account Access,Low,47,3,2022-11-16
70547,42431,Billing,Critical,54,4,2023-12-27
70548,49166,Bug Report,High,64,2,2024-12-31
70549,39762,Performance,Low,30,4,2023-03-10
70550,40322,Bug Report,Medium,9,1,2024-11-03
70551,5865,Account Access,Medium,64,1,2024-09-22
70552,47305,Account Access,Low,2,3,2023-06-23
70553,29512,Billing,Low,70,4,2022-03-30
70554,10991,Account Access,Low,62,4,2023-11-05
70555,26291,Billing,High,17,2,2025-01-16
70556,39158,Account Access,High,40,3,2022-02-23
70557,23349,Feature Request,Medium,70,4,2022-08-12
70558,6461,Feature Request,High,31,3,2022-02-06
70559,2106,Bug Report,High,25,1,2023-02-07
70560,516,Bug Report,Critical,7,1,2023-11-13
70561,18674,Login Issue,Low,25,2,2024-11-12
70562,5516,Billing,Critical,43,2,2024-06-09
70563,13510,Feature Request,High,64,1,2024-03-21
70564,40258,Feature Request,Medium,37,4,2025-02-21
70565,23980,Login Issue,Medium,61,1,2024-05-15
70566,1549,Performance,Critical,9,4,2023-07-22
70567,15201,Billing,High,62,5,2024-08-02
70568,28010,Performance,Low,17,3,2023-05-02
70569,28947,Billing,Medium,9,4,2022-04-11
70570,49836,Bug Report,Low,28,2,2023-12-03
70571,3592,Bug Report,High,30,1,2024-12-24
70572,19513,Billing,High,7,4,2025-01-21
70573,1853,Bug Report,Critical,37,1,2024-01-05
70574,27423,Billing,Critical,32,3,2022-02-15
70575,20897,Account Access,Critical,24,5,2022-08-09
70576,37786,Login Issue,High,14,1,2022-06-12
70577,20581,Performance,Critical,1,5,2022-09-17
70578,29710,Billing,Low,7,3,2023-02-02
70579,25477,Account Access,Low,54,5,2024-08-14
70580,14709,Feature Request,Low,21,4,2024-06-24
70581,15513,Billing,Critical,37,4,2023-10-19
70582,13906,Account Access,Critical,26,2,2024-06-04
70583,32243,Billing,Low,47,3,2024-12-01
70584,30864,Performance,Medium,68,2,2024-02-04
70585,34182,Login Issue,Medium,28,2,2022-04-20
70586,43196,Performance,Low,36,5,2024-07-11
70587,1795,Billing,High,38,2,2023-04-08
70588,35325,Billing,Critical,15,1,2025-01-27
70589,21876,Account Access,Critical,48,1,2023-09-22
70590,28861,Login Issue,Low,25,5,2022-09-19
70591,750,Billing,Medium,42,5,2022-06-24
70592,46068,Billing,Medium,2,5,2022-02-11
70593,12089,Billing,Low,11,1,2024-12-09
70594,42801,Performance,Medium,6,5,2024-01-18
70595,45829,Bug Report,Low,58,5,2022-12-30
70596,26434,Bug Report,Low,69,5,2024-10-31
70597,20851,Feature Request,Low,59,5,2023-12-06
70598,25028,Bug Report,Low,52,5,2025-01-02
70599,33365,Account Access,Critical,54,1,2023-12-10
70600,31921,Feature Request,High,40,4,2022-01-21
70601,40133,Bug Report,Critical,24,2,2022-11-03
70602,10308,Login Issue,Medium,53,3,2023-07-13
70603,44284,Login Issue,Low,34,2,2022-05-16
70604,49192,Billing,Medium,57,1,2024-05-23
70605,5306,Performance,Low,13,4,2023-03-17
70606,27911,Feature Request,Critical,66,3,2024-06-25
70607,44565,Login Issue,High,64,5,2023-09-29
70608,16039,Performance,Low,50,3,2023-11-09
70609,6560,Performance,High,51,1,2022-05-22
70610,45477,Feature Request,Low,6,3,2023-12-25
70611,3424,Performance,High,68,1,2024-12-22
70612,40744,Login Issue,Low,36,2,2024-12-08
70613,9008,Login Issue,High,27,5,2022-03-19
70614,32689,Performance,Low,14,5,2024-10-05
70615,37637,Billing,Critical,2,4,2022-03-01
70616,8065,Login Issue,Medium,62,1,2024-02-17
70617,43835,Feature Request,Medium,65,4,2025-01-25
70618,29367,Login Issue,Low,24,4,2022-05-05
70619,15074,Feature Request,High,13,2,2024-04-23
70620,10599,Feature Request,Medium,29,2,2023-10-09
70621,37948,Account Access,High,61,3,2024-06-27
70622,12861,Performance,Critical,45,5,2024-06-15
70623,31026,Performance,Critical,15,3,2022-12-18
70624,28130,Account Access,Low,3,4,2025-03-04
70625,1306,Bug Report,Medium,24,3,2023-10-18
70626,12032,Performance,High,32,4,2023-03-29
70627,19672,Account Access,Critical,46,4,2023-12-13
70628,28009,Bug Report,Medium,24,2,2025-02-06
70629,350,Billing,Medium,26,2,2022-04-24
70630,26494,Billing,High,11,5,2022-01-01
70631,21223,Feature Request,Low,49,5,2024-10-02
70632,42728,Billing,Critical,63,1,2022-12-16
70633,7094,Bug Report,Medium,52,3,2022-04-19
70634,799,Performance,High,44,1,2023-12-16
70635,45989,Billing,Low,7,1,2023-08-21
70636,7826,Bug Report,Low,7,1,2024-01-07
70637,17586,Billing,High,13,1,2022-08-09
70638,42688,Performance,Medium,1,5,2022-01-12
70639,28702,Login Issue,Critical,4,4,2023-01-12
70640,9246,Bug Report,High,41,3,2023-12-31
70641,33714,Bug Report,Medium,15,2,2024-03-11
70642,19449,Feature Request,Low,26,4,2023-03-05
70643,27614,Feature Request,Low,62,3,2024-01-17
70644,14319,Feature Request,Critical,3,2,2022-04-15
70645,24785,Login Issue,Medium,38,1,2022-02-18
70646,26191,Bug Report,High,8,5,2023-07-20
70647,33711,Bug Report,Low,1,3,2023-10-26
70648,1955,Feature Request,Medium,42,1,2023-04-26
70649,23191,Bug Report,Low,61,1,2025-02-27
70650,3895,Feature Request,Low,11,5,2024-11-19
70651,20452,Login Issue,Low,30,5,2022-06-14
70652,20486,Bug Report,Medium,15,4,2022-09-19
70653,33278,Login Issue,High,50,3,2023-04-09
70654,2591,Feature Request,Low,3,1,2023-04-04
70655,48415,Feature Request,Critical,70,5,2022-03-02
70656,1171,Feature Request,Medium,14,1,2024-03-12
70657,8721,Performance,Medium,22,4,2023-06-08
70658,18404,Billing,High,64,5,2024-09-03
70659,5332,Login Issue,Medium,69,2,2024-02-01
70660,31429,Bug Report,Critical,25,1,2024-04-29
70661,1470,Bug Report,Medium,25,4,2023-04-19
70662,13095,Feature Request,Low,46,5,2024-04-08
70663,7880,Account Access,Medium,15,3,2022-08-07
70664,3151,Feature Request,Medium,36,4,2022-07-06
70665,47232,Account Access,Low,63,4,2023-01-10
70666,15973,Performance,High,45,4,2024-11-09
70667,41208,Account Access,Critical,39,1,2024-10-26
70668,34636,Account Access,Low,19,3,2025-03-25
70669,31853,Performance,Medium,41,4,2024-08-21
70670,11011,Bug Report,High,59,4,2023-11-30
70671,35643,Bug Report,High,27,3,2024-09-13
70672,46989,Feature Request,High,63,2,2023-10-10
70673,48728,Billing,Critical,2,4,2023-11-30
70674,35589,Performance,Medium,66,3,2023-07-13
70675,47799,Feature Request,High,15,3,2023-04-20
70676,29247,Billing,Medium,72,3,2022-08-12
70677,6675,Feature Request,Low,46,2,2024-01-19
70678,27354,Performance,Critical,63,1,2025-04-14
70679,5277,Login Issue,Critical,34,2,2025-01-11
70680,36075,Billing,Critical,46,3,2025-03-22
70681,39652,Performance,Low,7,1,2022-05-16
70682,39022,Login Issue,Low,18,5,2022-09-30
70683,37324,Account Access,Low,3,5,2022-12-05
70684,10996,Feature Request,High,38,3,2023-08-27
70685,24234,Bug Report,Low,20,4,2022-10-22
70686,2524,Billing,Critical,64,5,2024-08-14
70687,23010,Account Access,Low,37,5,2023-07-13
70688,20045,Performance,Medium,26,5,2022-08-20
70689,36330,Performance,Critical,39,4,2022-03-22
70690,3013,Billing,Medium,4,2,2024-08-29
70691,44914,Account Access,Critical,14,5,2024-07-15
70692,11265,Bug Report,Critical,68,4,2022-02-18
70693,10255,Bug Report,High,42,3,2022-01-16
70694,22635,Account Access,Critical,36,5,2025-03-11
70695,39307,Billing,Critical,9,2,2022-08-23
70696,2237,Billing,Medium,52,2,2022-07-29
70697,19285,Login Issue,Low,43,5,2023-07-02
70698,23189,Login Issue,High,53,2,2023-04-04
70699,13759,Feature Request,Low,23,5,2023-03-11
70700,15780,Billing,High,36,1,2024-12-18
70701,30922,Feature Request,High,35,2,2024-05-31
70702,9519,Login Issue,Low,56,5,2022-06-23
70703,3326,Feature Request,Medium,16,2,2023-04-07
70704,48184,Login Issue,Medium,11,3,2022-05-01
70705,45021,Performance,Low,61,4,2025-01-14
70706,49609,Login Issue,Medium,71,3,2022-03-09
70707,25681,Performance,Critical,52,2,2022-11-25
70708,6430,Performance,Critical,48,1,2024-11-27
70709,40110,Login Issue,Medium,61,5,2023-05-24
70710,2118,Performance,High,33,4,2022-01-27
70711,2682,Feature Request,Low,66,4,2024-12-08
70712,40730,Login Issue,Critical,61,1,2023-07-18
70713,8450,Feature Request,High,42,1,2024-11-12
70714,4955,Account Access,Medium,3,4,2022-04-25
70715,3545,Login Issue,High,32,3,2023-05-28
70716,25822,Login Issue,High,32,1,2022-01-04
70717,9828,Login Issue,Critical,44,3,2024-01-03
70718,26328,Bug Report,Critical,2,4,2023-10-05
70719,44007,Feature Request,Medium,51,5,2024-08-11
70720,31461,Bug Report,Low,62,4,2025-03-24
70721,38433,Bug Report,High,5,4,2023-11-21
70722,1314,Feature Request,Medium,62,2,2025-04-03
70723,12758,Bug Report,Low,21,1,2023-01-08
70724,1032,Account Access,High,61,2,2024-12-28
70725,2283,Feature Request,Critical,53,1,2024-09-15
70726,24321,Bug Report,Critical,25,3,2025-02-05
70727,18603,Bug Report,Low,71,5,2024-01-24
70728,35775,Feature Request,Low,68,1,2024-04-11
70729,48627,Feature Request,Low,16,2,2022-07-28
70730,37405,Billing,Critical,46,5,2022-08-03
70731,45615,Billing,Critical,59,4,2022-03-20
70732,19592,Account Access,Low,25,4,2023-05-22
70733,11847,Account Access,Critical,70,5,2022-11-05
70734,9176,Account Access,Critical,47,1,2025-02-25
70735,33030,Bug Report,Critical,8,5,2023-10-07
70736,43187,Feature Request,Medium,26,3,2024-06-27
70737,3311,Account Access,Medium,60,1,2023-08-01
70738,43438,Feature Request,High,10,4,2023-09-24
70739,41505,Billing,Medium,31,3,2024-04-17
70740,35991,Feature Request,Low,25,3,2025-01-29
70741,20324,Billing,Medium,57,3,2024-11-18
70742,16169,Feature Request,Low,42,2,2022-01-29
70743,35542,Account Access,Low,54,4,2022-04-03
70744,5640,Billing,Medium,33,4,2022-04-16
70745,14866,Billing,Critical,29,3,2024-06-24
70746,35232,Bug Report,Low,71,3,2025-02-19
70747,30052,Feature Request,High,35,5,2023-07-02
70748,119,Login Issue,Low,27,3,2024-05-28
70749,17128,Performance,High,53,1,2024-07-18
70750,9910,Performance,Critical,48,4,2023-04-07
70751,35873,Account Access,Medium,37,3,2023-07-12
70752,2365,Feature Request,Low,34,3,2022-12-10
70753,5927,Bug Report,Medium,15,3,2025-01-12
70754,8460,Account Access,High,40,2,2022-05-11
70755,14973,Feature Request,Medium,35,1,2023-09-21
70756,11837,Performance,Medium,14,5,2023-07-24
70757,21681,Billing,High,57,4,2022-11-09
70758,47901,Performance,Low,27,5,2022-01-08
70759,8667,Performance,Critical,14,4,2024-01-03
70760,8756,Performance,Critical,54,2,2025-01-21
70761,34282,Performance,Medium,14,3,2022-04-19
70762,31967,Performance,Medium,2,4,2022-04-30
70763,11654,Account Access,Critical,15,1,2025-01-02
70764,17208,Performance,Low,21,2,2024-01-02
70765,33955,Feature Request,Low,7,4,2023-07-28
70766,34052,Bug Report,Low,64,4,2024-08-28
70767,47217,Billing,Medium,5,1,2022-09-17
70768,27004,Login Issue,Critical,15,3,2022-01-09
70769,46476,Feature Request,Medium,47,5,2023-10-05
70770,7301,Performance,Low,47,3,2025-04-08
70771,33500,Feature Request,Critical,1,1,2022-01-28
70772,22698,Login Issue,Critical,30,3,2024-07-02
70773,17207,Account Access,Critical,8,3,2024-06-23
70774,31175,Billing,Critical,66,1,2023-11-23
70775,20465,Billing,Critical,60,4,2023-04-02
70776,35100,Billing,Critical,24,4,2022-01-26
70777,26883,Bug Report,Critical,71,3,2025-01-06
70778,2167,Bug Report,Critical,36,4,2023-11-15
70779,30069,Performance,Critical,43,4,2023-07-28
70780,17305,Billing,High,70,5,2022-03-23
70781,28219,Feature Request,Critical,2,1,2025-03-19
70782,17631,Performance,Medium,70,3,2022-02-17
70783,26011,Billing,Low,10,3,2024-11-11
70784,13637,Feature Request,High,60,5,2022-02-03
70785,35089,Performance,Critical,52,1,2023-07-31
70786,3992,Performance,Critical,6,4,2023-09-17
70787,23813,Billing,Low,34,1,2022-05-02
70788,33006,Login Issue,Low,46,1,2025-01-01
70789,8761,Bug Report,Low,60,1,2024-08-31
70790,7437,Feature Request,High,4,5,2022-04-28
70791,16205,Performance,Critical,17,2,2023-09-11
70792,19567,Feature Request,Low,64,4,2023-01-16
70793,8357,Account Access,High,9,1,2023-12-10
70794,31001,Login Issue,Medium,27,3,2023-01-29
70795,24900,Performance,Medium,37,2,2022-04-08
70796,2827,Login Issue,High,65,5,2022-09-20
70797,20232,Performance,High,12,5,2022-05-24
70798,30120,Account Access,Medium,35,2,2024-10-06
70799,34260,Performance,High,16,4,2022-03-24
70800,15166,Bug Report,Low,6,5,2022-07-17
70801,2018,Login Issue,Critical,53,5,2024-06-03
70802,45897,Account Access,Low,60,1,2023-08-21
70803,3985,Billing,Critical,57,5,2022-02-09
70804,32924,Login Issue,Low,56,4,2024-02-25
70805,15937,Feature Request,Low,65,2,2023-06-27
70806,14846,Bug Report,Low,25,5,2022-08-23
70807,42321,Feature Request,Critical,19,5,2024-03-29
70808,4646,Feature Request,High,36,2,2022-07-27
70809,26899,Billing,High,44,3,2023-10-15
70810,11414,Performance,Low,42,2,2023-08-08
70811,9697,Feature Request,High,70,3,2025-03-01
70812,25834,Feature Request,High,56,2,2025-03-21
70813,22043,Bug Report,Medium,54,2,2022-12-20
70814,6421,Bug Report,Critical,48,2,2022-08-02
70815,10940,Bug Report,Low,62,4,2023-01-16
70816,3976,Performance,Critical,45,2,2022-05-11
70817,44497,Performance,Low,55,2,2022-03-01
70818,25868,Account Access,Low,15,5,2024-10-23
70819,36493,Bug Report,Critical,51,5,2024-03-03
70820,4302,Account Access,High,62,4,2023-05-18
70821,8742,Billing,Critical,53,2,2024-08-04
70822,1209,Bug Report,High,62,2,2024-09-24
70823,47995,Account Access,Low,48,1,2022-05-01
70824,19286,Feature Request,Critical,3,3,2023-01-06
70825,38625,Feature Request,Low,59,5,2024-06-11
70826,21363,Account Access,High,39,5,2022-03-24
70827,1533,Account Access,Critical,1,3,2023-12-09
70828,49128,Feature Request,Low,32,4,2024-10-20
70829,23748,Feature Request,High,12,5,2023-04-04
70830,12951,Billing,Medium,66,4,2025-03-15
70831,47764,Bug Report,Medium,49,4,2025-02-02
70832,38913,Account Access,Critical,11,1,2023-06-11
70833,40346,Billing,High,49,4,2023-01-17
70834,36103,Account Access,Critical,64,1,2023-04-18
70835,4134,Login Issue,High,2,3,2023-05-31
70836,27019,Performance,Medium,46,5,2022-04-18
70837,25254,Billing,Low,30,1,2022-08-14
70838,25314,Performance,Critical,1,5,2024-09-07
70839,43580,Login Issue,Critical,58,2,2025-03-06
70840,30505,Bug Report,High,55,3,2024-03-06
70841,20671,Feature Request,Critical,50,5,2022-11-30
70842,29422,Bug Report,High,11,1,2023-08-03
70843,42627,Billing,High,1,1,2023-09-02
70844,1054,Bug Report,Low,38,2,2022-09-08
70845,18889,Login Issue,High,59,4,2024-01-24
70846,31770,Performance,Medium,43,1,2024-01-27
70847,39133,Feature Request,Low,12,5,2022-12-05
70848,12927,Feature Request,Low,63,2,2022-02-14
70849,112,Performance,Critical,65,4,2023-02-08
70850,31325,Billing,Critical,3,5,2023-03-10
70851,47985,Login Issue,Low,44,3,2023-05-27
70852,9944,Feature Request,Critical,15,2,2022-08-03
70853,28104,Account Access,Critical,6,4,2025-01-24
70854,44879,Feature Request,Medium,59,2,2025-02-19
70855,8962,Feature Request,High,41,5,2022-03-09
70856,10290,Account Access,Critical,1,1,2023-07-10
70857,41995,Billing,Critical,9,3,2022-08-22
70858,3496,Feature Request,Critical,19,4,2022-08-01
70859,32451,Performance,Medium,47,1,2022-02-15
70860,4906,Performance,Critical,37,3,2024-08-04
70861,12908,Login Issue,Medium,26,3,2023-06-16
70862,37805,Performance,Low,4,3,2024-08-31
70863,35394,Account Access,Critical,5,1,2022-04-15
70864,49443,Account Access,Low,6,2,2024-12-18
70865,32110,Bug Report,Medium,22,1,2024-07-03
70866,20784,Account Access,Low,55,3,2022-10-31
70867,18621,Billing,Low,34,2,2024-02-29
70868,6130,Feature Request,Critical,47,2,2024-09-19
70869,11673,Account Access,Medium,33,2,2023-06-21
70870,4125,Feature Request,Low,32,1,2025-03-10
70871,46195,Billing,Low,13,5,2023-12-19
70872,24786,Performance,Medium,71,3,2023-06-11
70873,25548,Billing,Medium,9,4,2022-02-25
70874,21706,Feature Request,High,2,1,2023-05-18
70875,45773,Billing,Low,11,4,2024-06-02
70876,17409,Account Access,High,52,4,2024-04-25
70877,20100,Feature Request,Low,26,3,2022-02-13
70878,13825,Billing,Medium,43,1,2022-10-26
70879,18063,Performance,Low,25,5,2023-09-27
70880,19356,Feature Request,Low,48,5,2024-04-08
70881,44629,Bug Report,Critical,36,1,2023-09-18
70882,48291,Feature Request,Critical,70,5,2023-07-13
70883,24816,Billing,Low,19,2,2022-05-05
70884,36236,Feature Request,Medium,6,5,2022-06-14
70885,48008,Bug Report,Critical,52,4,2024-11-29
70886,44289,Performance,Medium,16,2,2024-05-25
70887,15897,Bug Report,High,36,2,2023-05-31
70888,43825,Login Issue,Low,11,4,2022-07-04
70889,17535,Feature Request,High,41,5,2024-04-21
70890,41684,Billing,Critical,5,3,2022-10-01
70891,12306,Account Access,Critical,72,4,2024-03-06
70892,12741,Bug Report,Critical,40,5,2022-05-05
70893,20801,Account Access,Critical,55,4,2023-08-28
70894,49500,Account Access,High,7,3,2022-09-18
70895,16019,Performance,High,69,1,2023-12-29
70896,26064,Account Access,Low,54,4,2022-05-30
70897,34882,Feature Request,High,21,4,2022-03-30
70898,38518,Performance,Low,33,1,2022-02-01
70899,36375,Bug Report,Critical,6,1,2024-05-08
70900,3431,Feature Request,Low,51,3,2022-09-21
70901,4978,Billing,Low,29,3,2023-05-21
70902,23189,Performance,High,60,1,2023-07-14
70903,22090,Feature Request,Medium,9,2,2024-11-02
70904,25992,Billing,High,66,2,2023-04-23
70905,32916,Performance,High,21,1,2024-08-05
